itemid,value,valuenum,valueuom,warning,label,abbreviation,linksto,category,unitname,param_type,lownormalvalue,highnormalvalue
224065,Circulation Adequate,,,0.0,Circulation/Skin Integrity,Circulation/Skin Integrity,chartevents,Restraint/Support Systems,,Text,,
224066,Done,,,0.0,Position Change,Position Change,chartevents,Restraint/Support Systems,,Text,,
224067,Done,,,0.0,Range of Motion,Range of Motion,chartevents,Restraint/Support Systems,,Text,,
227662,Yes,,,0.0,Patient/Family Informed_V2,Patient/Family Informed_V2,chartevents,Restraint/Support Systems,,Text,,
227669,3 rails up,,,0.0,Side Rails (Restraint),Side Rails (Restraint),chartevents,Restraint/Support Systems,,Text,,
227673,Not Done,,,0.0,Non-Violent Restraints Ordered,Non-Violent Restraints Ordered,chartevents,Restraint/Support Systems,,Text,,
227674,Done,,,0.0,Face to Face Eval (Non-Violent),Face to Face Eval (Non-Violent),chartevents,Restraint/Support Systems,,Text,,
227676,Confusion,,,0.0,Reason for Restraints (Non-Violent),Reason for Restraints (Non-Violent),chartevents,Restraint/Support Systems,,Text,,
227678,Soft limb,,,0.0,Restraint Device (Non-Violent),Restraint Device (Non-Violent),chartevents,Restraint/Support Systems,,Text,,
227680,Both arms,,,0.0,Restraint Location_V2,Restraint Location_V2,chartevents,Restraint/Support Systems,,Text,,
227681,1:1 Time with patient,,,0.0,Less Restrictive Measures_V1,Less Restrictive Measures,chartevents,Restraint/Support Systems,,Text,,
227682,Discontinued,,,0.0,Restraints Evaluated_V2,Restraints Evaluated_V2_,chartevents,Restraint/Support Systems,,Text,,
226168,Deferred,,,0.0,Oral Care,Oral Care,chartevents,Treatments,,Text,,
225230,Infiltrated,,,0.0,20 Gauge Reason Discontinued,20 Gauge Reason Discontinued,chartevents,Access Lines - Peripheral,,Text,,
225184,1,1.0,,0.0,Eye Care,Eye Care,chartevents,Treatments,,Checkbox,,
224005,Positive,,,0.0,Flatus,Flatus,chartevents,GI/GU,,Text,,
224289,WNL,,,0.0,Arterial line Site Appear,Arterial line Site Appear,chartevents,Access Lines - Invasive,,Text,,
224291,Sharp,,,0.0,Arterial line Waveform Appear,Arterial line Waveform Appear,chartevents,Access Lines - Invasive,,Text,,
225210,1,1.0,,0.0,Arterial Line Zero/Calibrate,Arterial Line Zero/Calibrate,chartevents,Access Lines - Invasive,,Checkbox,,
226107,0,0.0,,0.0,Arterial Line placed in outside facility,Arterial Line placed in outside facility,chartevents,Access Lines - Invasive,,Checkbox,,
227292,1,1.0,,0.0,Arterial Line Dressing Occlusive,Arterial Line Dressing Occlusive,chartevents,Access Lines - Invasive,,Checkbox,,
224281,WNL,,,0.0,Multi Lumen Site Appear,Multi Lumen Site Appear,chartevents,Access Lines - Invasive,,Text,,
226113,0,0.0,,0.0,Multi Lumen placed in outside facility,Multi Lumen placed in outside facility,chartevents,Access Lines - Invasive,,Checkbox,,
227293,1,1.0,,0.0,Multi Lumen Dressing Occlusive,Multi Lumen Dressing Occlusive,chartevents,Access Lines - Invasive,,Checkbox,,
224890,Normal Saline,,,0.0,Impaired Skin Cleanse #4,Site Cleanse #4,chartevents,Skin - Impairment,,Text,,
224904,,,,0.0,Impaired Skin Drainage #4,Site Drainage #4,chartevents,Skin - Impairment,,Text,,
224918,2,2.0,cm,0.0,Impaired Skin Length #4,Site Length #4,chartevents,Skin - Impairment,cm,Numeric,,
224932,Facial,,,0.0,Impaired Skin Site #4,Site #4,chartevents,Skin - Impairment,,Text,,
224939,Duoderm Extra Thin,,,0.0,Impaired Skin Treatment #4,Site Treatment #4,chartevents,Skin - Impairment,,Text,,
224946,Abrasion,,,0.0,Impaired Skin Type #4,Type #4,chartevents,Skin - Impairment,,Text,,
224953,2,2.0,cm,0.0,Impaired Skin Width #4,Site Width #4,chartevents,Skin - Impairment,cm,Numeric,,
224960,Pink,,,0.0,Impaired Skin Wound Base #4,Site/Wound Base #4,chartevents,Skin - Impairment,,Text,,
224974,Erythema,,,0.0,Surrounding Tissue #4,Surrounding Tissue #4,chartevents,Skin - Impairment,,Text,,
224981,No,,,0.0,Tunneling Present #4,Tunneling Present #4,chartevents,Skin - Impairment,,Text,,
224988,No,,,0.0,Undermining Present #4,Undermining Present #4,chartevents,Skin - Impairment,,Text,,
224101,Bilateral,,,0.0,Chest PT R/L,Chest PT R/L,chartevents,Treatments,,Text,,
225188,1,1.0,,0.0,Cough/Deep Breath,Cough/Deep Breath,chartevents,Treatments,,Checkbox,,
225189,1,1.0,,0.0,Incentive Spirometry,Incentive Spirometry,chartevents,Treatments,,Checkbox,,
225664,117,117.0,,0.0,Glucose finger stick (range 70-100),Glucose FS (range 70 -100),chartevents,Labs,,Numeric,,
225280,1,1.0,,0.0,Called Out,Called Out,chartevents,General,,Checkbox,,
220224,123,123.0,mmHg,1.0,Arterial O2 pressure,PO2 (Arterial),chartevents,Labs,mmHg,Numeric,,
220235,54,54.0,mmHg,1.0,Arterial CO2 Pressure,PCO2 (Arterial),chartevents,Labs,mmHg,Numeric,,
223830,7.32,7.32,units,1.0,PH (Arterial),PH (Arterial),chartevents,Labs,,Numeric,,
224828,0,0.0,mEq/L,0.0,Arterial Base Excess,Arterial Base Excess,chartevents,Labs,,Numeric,,
225698,29,29.0,mEq/L,0.0,TCO2 (calc) Arterial,TCO2 (calc) Arterial,chartevents,Labs,,Numeric,,
220228,9.5,9.5,g/dl,1.0,Hemoglobin,Hemoglobin,chartevents,Labs,g/dl,Numeric,,
220545,28.5,28.5,%,1.0,Hematocrit (serum),Hematocrit (serum),chartevents,Labs,,Numeric,,
220546,7.5,7.5,K/uL,0.0,WBC,WBC,chartevents,Labs,,Numeric,,
227457,199,199.0,K/uL,0.0,Platelet Count,Platelet Count,chartevents,Labs,,Numeric with tag,,
225634,33,33.0,IU/L,0.0,CK (CPK),CK (CPK),chartevents,Labs,,Numeric,,
227429,0.02,0.02,ng/mL,1.0,Troponin-T,Troponin-T,chartevents,Labs,,Numeric with tag,,
227471,1.01,1.01,,0.0,Specific Gravity (urine),Specific Gravity (urine),chartevents,Labs,,Numeric with tag,,
220734,7,7.0,units,0.0,PH (dipstick),PH (dipstick),chartevents,Labs,,Numeric,,
228236,0,0.0,,0.0,Insulin pump,Insulin pump,chartevents,Adm History/FHPA,,Checkbox,,
228648,0,0.0,,0.0,Home TF,Home TF,chartevents,Adm History/FHPA,,Checkbox,,
228649,0,0.0,,0.0,Pressure Ulcer Present,Pressure Ulcer Present,chartevents,Adm History/FHPA,,Checkbox,,
227968,Yes,,,0.0,All Medications Tolerated without Adverse Side Effects,All Medications Tolerated,chartevents,GI/GU,,Text,,
224017,14 French,,,0.0,GU Catheter Size,GU Catheter Size,chartevents,GI/GU,,Text,,
225059,Diabetes - Oral Agent,,,0.0,Past medical history,PMH,chartevents,Adm History/FHPA,,Text,,
225082,0,0.0,,0.0,Pregnant,Pregnant,chartevents,Adm History/FHPA,,Checkbox,,
225085,1,1.0,,0.0,Post menopausal,Post menopausal,chartevents,Adm History/FHPA,,Checkbox,,
225090,No,,,0.0,Interpreter,Interpreter,chartevents,Adm History/FHPA,,Text,,
225097,Not assessed,,,0.0,Balance,Balance,chartevents,Adm History/FHPA,,Text,,
225099,Intact,,,0.0,Judgement,Judgement,chartevents,Adm History/FHPA,,Text,,
225122,0,0.0,,0.0,Special diet,Special diet,chartevents,Adm History/FHPA,,Checkbox,,
225124,0,0.0,,0.0,Unintentional weight loss >10 lbs.,Unintentional weight loss >10 lbs.,chartevents,Adm History/FHPA,,Checkbox,,
225131,Patient,,,0.0,Teaching directed toward,Teaching directed toward,chartevents,Adm History/FHPA,,Text,,
225133,0,0.0,,0.0,Discharge needs,Discharge needs,chartevents,Adm History/FHPA,,Checkbox,,
227687,Former user - stopped more than 1 year ago,,,0.0,Tobacco Use History,Tobacco Use History,chartevents,Adm History/FHPA,,Text,,
228902,"Patient will avoid intubation by maintaining patent airways, adequate gas exchange, and effective breathing patterns",,,0.0,Altered Respiratory Status NCP - Expected outcomes,ARS NCP - Expected outcomes,chartevents,Care Plans,,Text,,
228905,Aspiration precautions,,,0.0,Altered Respiratory Status NCP - Interventions,ARS NCP - Interventions,chartevents,Care Plans,,Text,,
229091,No,,,0.0,Altered Respiratory Status NCP - Problem resolved,ARS NCP - Problem resolved,chartevents,Care Plans,,Text,,
228393,Other,,,0.0,Bath,Bath,chartevents,Treatments,,Text,,
226185,1,1.0,,0.0,ICU Consent Signed,ICU Consent Signed,chartevents,General,,Checkbox,,
226473,1,1.0,,0.0,Blood Transfusion Consent,Blood Transfusion Consent,chartevents,General,,Checkbox,,
220339,5,5.0,cmH2O,0.0,PEEP set,PEEP set,chartevents,Respiratory,cmH2O,Numeric,,
223848,Drager,1.0,,0.0,Ventilator Type,Ventilator Type,chartevents,Respiratory,,Text,,
224685,393,393.0,mL,0.0,Tidal Volume (observed),Tidal Volume (observed),chartevents,Respiratory,mL,Numeric,299.0,750.0
224686,528,528.0,mL,0.0,Tidal Volume (spontaneous),Tidal Volume (spontaneous),chartevents,Respiratory,mL,Numeric,299.0,750.0
224687,11.2,11.2,L/min,0.0,Minute Volume,Minute Volume,chartevents,Respiratory,L/min,Numeric,,12.100000381469728
224689,27,27.0,insp/min,0.0,Respiratory Rate (spontaneous),Respiratory Rate (spontaneous),chartevents,Respiratory,insp/min,Numeric,,
224690,27,27.0,insp/min,0.0,Respiratory Rate (Total),Respiratory Rate (Total),chartevents,Respiratory,insp/min,Numeric,,36.0
224692,Variable,,,0.0,Flow Pattern,Flow Pattern,chartevents,Respiratory,,Text,,
224695,11,11.0,cmH2O,0.0,Peak Insp. Pressure,Peak Insp. Pressure,chartevents,Respiratory,cmH2O,Numeric,,
224697,6,6.0,cmH2O,0.0,Mean Airway Pressure,Mean Airway Pressure,chartevents,Respiratory,cmH2O,Numeric,,
224701,5,5.0,cmH2O,0.0,PSV Level,PSV Level,chartevents,Respiratory,cmH2O,Numeric,,
224735,Variable,,,0.0,Flow Rate (variable/fixed),Flow Rate (variable/fixed),chartevents,Respiratory,,Text,,
224738,1,1.0,sec,0.0,Inspiratory Time,IT,chartevents,Respiratory,sec,Numeric,,
224865,On,,,0.0,Flow Sensitivity,Flow Sensitivity,chartevents,Respiratory,,Text,,
225978,On,,,0.0,Slope,Slope,chartevents,Respiratory,,Text,,
220292,4.5,4.5,L/min,0.0,Minute Volume Alarm - Low,MV Alarm - Low,chartevents,Alarms,L/min,Numeric,,
220293,18,18.0,L/min,0.0,Minute Volume Alarm - High,MV Alarm - High,chartevents,Alarms,L/min,Numeric,,
223849,CPAP/PSV,11.0,,0.0,Ventilator Mode,Ventilator Mode,chartevents,Respiratory,,Text,,
223873,30,30.0,cmH2O,0.0,Paw High,Paw High,chartevents,Respiratory,cmH2O,Numeric,,
223874,1.5,1.5,mL,0.0,Vti High,Vti High,chartevents,Respiratory,mL,Numeric,,
223876,20,20.0,sec,0.0,Apnea Interval,Apnea Interval,chartevents,Respiratory,sec,Numeric,,
225949,Full,,,0.0,NIV Mask,NIV Mask,chartevents,Respiratory,,Text,,
225668,1.7,1.7,mmol/L,0.0,Lactic Acid,Lactic Acid,chartevents,Labs,,Numeric,,
227445,9,9.0,ng/mL,0.0,CK-MB,CK-MB,chartevents,Labs,,Numeric with tag,,
228400,No,,,0.0,Visual Field Cut,Visual Field Cut,chartevents,Neurological,,Text,,
228401,Left,,,0.0,Pronator Drift,Pronator Drift,chartevents,Neurological,,Text,,
224040,Not assessed,,,0.0,Incision Closure #1,Incision Closure #1,chartevents,Skin - Incisions,,Text,,
224041,,,,0.0,Incision Drainage #1,Incision Drainage #1,chartevents,Skin - Incisions,,Text,,
224848,Not assessed,,,0.0,Incision Appearance #1,Incision Appearance #1,chartevents,Skin - Incisions,,Text,,
224850,,,,0.0,Incision Drainage Amount #1,Incision Drainage Amount #1,chartevents,Skin - Incisions,,Text,,
228559,Head - Right,,,0.0,Incision #1- Location,Incision #1- Location,chartevents,Skin - Incisions,,Text,,
228571,Dry Sterile Dressing,,,0.0,Incision #1- Treatment,Incision #1- Treatment,chartevents,Skin - Incisions,,Text,,
228594,Dry and intact,,,0.0,Incision #1- Dressing Status,Incision #1- Dressing Status,chartevents,Skin - Incisions,,Text,,
228415,Intact,,,0.0,Corneal Reflex Left,Corneal Reflex Left,chartevents,Neurological,,Text,,
228416,Intact,,,0.0,Corneal Reflex Right,Corneal Reflex Right,chartevents,Neurological,,Text,,
224847,,,,0.0,Impaired Skin Drainage Amount #1,Site Drainage Amount #1,chartevents,Skin - Impairment,,Text,,
228496,Wrist - Right,,,0.0,Impaired Skin #1- Location,Impaired Skin #1- Location,chartevents,Skin - Impairment,,Text,,
228516,Vascular wound; venous,,,0.0,Impaired Skin #1- Type,Impaired Skin #1- Type,chartevents,Skin - Impairment,,Text,,
228529,None-Open to Air,,,0.0,Impaired Skin #1- Treatment,Impaired Skin #1- Treatment,chartevents,Skin - Impairment,,Text,,
228402,Headache,,,0.0,Neurological Symptoms,Neurological Symptoms,chartevents,Neurological,,Text,,
226139,0,0.0,,0.0,22 Gauge placed in outside facility,22 Gauge placed in outside facility,chartevents,Access Lines - Peripheral,,Checkbox,,
227369,1,1.0,,0.0,22 Gauge Dressing Occlusive,22 Gauge Dressing Occlusive,chartevents,Access Lines - Peripheral,,Checkbox,,
228015,Grade 0,,,0.0,22 G Phlebitis Scale,22 G Phlebitis Scale,chartevents,Access Lines - Peripheral,,Text,,
228016,Grade 0,,,0.0,22 G Infiltration Scale,22 G Infiltration Scale,chartevents,Access Lines - Peripheral,,Text,,
228101,0,0.0,,0.0,22 Gauge placed in the field,22 Gauge placed in the field,chartevents,Access Lines - Peripheral,,Checkbox,,
225233,Infiltrated,,,0.0,18 Gauge Reason Discontinued,18 Gauge Reason Discontinued,chartevents,Access Lines - Peripheral,,Text,,
228933,Adequate tissue perfusion,,,0.0,Post-op Care NCP - Expected outcomes,Post-op Care NCP - Expected outcomes,chartevents,Care Plans,,Text,,
228937,Achieve normothermia,,,0.0,Post-op Care NCP - Interventions,Post-op Care NCP - Interventions,chartevents,Care Plans,,Text,,
229108,Yes,,,0.0,Post-op Care NCP - Plan revised,Post-op Care NCP - Plan revised,chartevents,Care Plans,,Text,,
229109,No,,,0.0,Post-op Care NCP - Problem resolved,Post-op Care NCP - Problem resolved,chartevents,Care Plans,,Text,,
227465,12.6,12.6,sec,1.0,Prothrombin time,PT,chartevents,Labs,,Numeric with tag,,
227466,33.1,33.1,sec,0.0,PTT,PTT,chartevents,Labs,,Numeric with tag,,
227467,1.2,1.2,,1.0,INR,INR,chartevents,Labs,,Numeric with tag,,
228687,Full code,,,0.0,Code Status.,Code Status.,chartevents,MD Progress Note,,Text,,
228691,No,,,0.0,Febrile last 24 hours,Febrile last 24 hours,chartevents,MD Progress Note,,Text,,
228698,"Soft, nontender",,,0.0,Abdominal - (GI / Hepatic / Renal),Abdominal - (GI / Hepatic / Renal),chartevents,MD Progress Note,,Text,,
228699,Regular rate and rhythm,,,0.0,Cardiovascular,Cardiovascular,chartevents,MD Progress Note,,Text,,
228704,Moves all limbs,,,0.0,Neurological,Neurological,chartevents,MD Progress Note,,Text,,
228709,CTA bilaterally,,,0.0,Respiratory,Respiratory,chartevents,MD Progress Note,,Text,,
228713,Warm peripheries,,,0.0,Vascular,Vascular,chartevents,MD Progress Note,,Text,,
229027,Appears comfortable,,,0.0,Constitutional,Constitutional,chartevents,MD Progress Note,,Text,,
224188,WNL,,,0.0,PICC Line Site Appear,PICC Line Site Appear,chartevents,Access Lines - Invasive,,Text,,
227358,1,1.0,,0.0,PICC Line Dressing Occlusive,PICC Line Dressing Occlusive,chartevents,Access Lines - Invasive,,Checkbox,,
228714,No,,,0.0,Bladder scanned,Bladder scanned,chartevents,GI/GU,,Text,,
224639,74.8,74.8,kg,0.0,Daily Weight,Daily Weight,chartevents,General,kg,Numeric,,
225101,Cane,,,0.0,Use of assistive devices,Use of assistive devices,chartevents,Adm History/FHPA,,Text,,
225175,1,1.0,,0.0,See chart for initial patient assessment,See chart for initial patient assessment,chartevents,Adm History/FHPA,,Checkbox,,
225813,,0.0,,0.0,Baseline pain level,Baseline pain level,chartevents,Adm History/FHPA,,Text,,
228404,Localizes,,,0.0,Motor L Arm,Motor L Arm,chartevents,Neurological,,Text,,
228405,Localizes,,,0.0,Motor L Leg,Motor L Leg,chartevents,Neurological,,Text,,
228406,Localizes,,,0.0,Motor R Arm,Motor R Arm,chartevents,Neurological,,Text,,
228407,Localizes,,,0.0,Motor R Leg,Motor R Leg,chartevents,Neurological,,Text,,
229090,No,,,0.0,Altered Respiratory Status NCP - Plan revised,ARS NCP - Plan revised,chartevents,Care Plans,,Text,,
225070,1,1.0,,0.0,Unable to assess psychological,Unable to assess psychological,chartevents,Adm History/FHPA,,Checkbox,,
225105,1,1.0,,0.0,Unable to assess habits,Unable to assess habits,chartevents,Adm History/FHPA,,Checkbox,,
225135,,,,0.0,Consults,Consults,chartevents,Adm History/FHPA,,Text,,
225639,0.3,0.3,%,0.0,Differential-Basos,Differential-Basos,chartevents,Labs,,Numeric,,
225640,0.1,0.1,%,0.0,Differential-Eos,Differential-Eos,chartevents,Labs,,Numeric,,
225641,4.3,4.3,%,1.0,Differential-Lymphs,Differential-Lymphs,chartevents,Labs,,Numeric,,
225642,0.7,0.7,%,1.0,Differential-Monos,Differential-Monos,chartevents,Labs,,Numeric,,
225643,94.5,94.5,%,1.0,Differential-Neuts,Differential-Neuts,chartevents,Labs,,Numeric,,
227517,HME,,,0.0,Humidification,Humidification,chartevents,Respiratory,,Text,,
227577,Spontaneous (S),,,0.0,BiPap Mode,BiPap Mode,chartevents,Respiratory,,Text,,
227578,Oral/Nasal,,,0.0,BiPap Mask,BiPap Mask,chartevents,Respiratory,,Text,,
227579,5,5.0,cmH2O,0.0,BiPap EPAP,BiPap EPAP,chartevents,Respiratory,cmH2O,Numeric,,
227580,20,20.0,cmH2O,0.0,BiPap IPAP,BiPap IPAP,chartevents,Respiratory,cmH2O,Numeric,,
227581,20,20.0,bpm,0.0,BiPap bpm (S/T -Back up),BiPap bpm (S/T -Back up),chartevents,Respiratory,bpm,Numeric,,
229687,Non-verbal Cues,,,0.0,Pain Assessment Method,Pain Assessment Method,chartevents,Pain/Sedation,,Text,,
229325,Yes,1.0,,0.0,CAM-ICU Inattention,CAM-ICU Inattention,chartevents,Pain/Sedation,,Text,,
229326,Yes,1.0,,0.0,CAM-ICU MS Change,CAM-ICU MS Change,chartevents,Pain/Sedation,,Text,,
229381,City,1.0,,0.0,Orientation,Orientation,chartevents,Neurological,,Text,,
229322,Irregular,,,0.0,Breathing pattern/effort,Breathing pattern/effort,chartevents,Pulmonary,,Text,,
229323,Mild - 2,2.0,,0.0,Current Dyspnea Assessment,Current Dyspnea Assessment,chartevents,Pulmonary,,Text,,
229354,ICU,,,0.0,Foley Cath Insertion Location,Indwelling Urinary Cath Insertion Location,chartevents,GI/GU,,Text,,
226115,0,0.0,,0.0,PICC Line placed in outside facility,PICC Line placed in outside facility,chartevents,Access Lines - Invasive,,Checkbox,,
227759,Post line placement,,,0.0,PICC Line Placement Confirmed by X-ray,PICC Line Placement Confirmed by X-ray,chartevents,Access Lines - Invasive,,Text,,
229476,1,1.0,,0.0,PICC Line Power PICC,PICC Line Power PICC,chartevents,Access Lines - Invasive,,Checkbox,,
229538,0,0.0,,0.0,PICC - Heparin Dependent,PICC - Heparin Dependent,chartevents,Access Lines - Invasive,,Checkbox,,
229880,1,1.0,,0.0,PICC Biopatch,PICC Biopatch,chartevents,Access Lines - Invasive,,Checkbox,,
229321,2b - Turning in bed,2.0,,0.0,Activity / Mobility (JH-HLM),Activity / Mobility (JH-HLM),chartevents,Treatments,,Text,,
224025,Clergy Visited,,,0.0,Spiritual Support,Spiritual Support,chartevents,Restraint/Support Systems,,Text,,
229865,1,1.0,,0.0,No Pressure Injury Present,No Pressure Injury Present,chartevents,Skin - Assessment,,Checkbox,,
229868,Age 65 or greater,,,0.0,Risk Factors for Pressure Injury,Risk Factors for Pressure Injury,chartevents,Skin - Assessment,,Text,,
229858,Pressure Redistribution Mattress,,,0.0,Therapeutic Bed,Therapeutic Bed,chartevents,Treatments,,Text,,
225091,1,1.0,,0.0,Unable to assess activity / mobility,Unable to assess activity / mobility,chartevents,Adm History/FHPA,,Checkbox,,
225117,1,1.0,,0.0,Unable to assess nutrition / education,Unable to assess nutrition / education,chartevents,Adm History/FHPA,,Checkbox,,
228506,Gluteal - Left,,,0.0,Pressure Ulcer #1- Location,Pressure Ulcer #1- Location,chartevents,Skin - Impairment,,Text,,
228813,1 - Stage I,,,0.0,Pressure ulcer #1- Stage,Pressure ulcer #1- Stage,chartevents,Skin - Impairment,,Text,,
229685,1,1.0,,0.0,Vaulables Checklist,Valuables Checklist,chartevents,Adm History/FHPA,,Checkbox,,
229371,0,0.0,mL,0.0,Bladder Scan Estimate,Bladder Scan Estimate,chartevents,GI/GU,mL,Numeric,,
228977,Assess CAM-ICU every 12 hours and PRN,,,0.0,Altered Mental Status  NCP - Interventions,AMS NCP - Interventions,chartevents,Care Plans,,Text,,
229369,High,3.0,,0.0,Acuity Workload Question 1,Acuity Workload Question 1,chartevents,Care Plans,,Text,,
229370,High,3.0,,0.0,Acuity Workload Question 2,Acuity Workload Question 2,chartevents,Care Plans,,Text,,
224688,20,20.0,insp/min,0.0,Respiratory Rate (Set),Respiratory Rate (Set),chartevents,Respiratory,insp/min,Numeric,,
223875,45,45.0,insp/min,0.0,Fspn High,Fspn High,chartevents,Respiratory,insp/min,Numeric,,
224684,450,450.0,mL,0.0,Tidal Volume (set),Tidal Volume (set),chartevents,Respiratory,mL,Numeric,299.0,750.0
220587,140,140.0,IU/L,1.0,AST,AST,chartevents,Labs,,Numeric,,
220644,78,78.0,IU/L,1.0,ALT,ALT,chartevents,Labs,,Numeric,,
225612,564,564.0,IU/L,1.0,Alkaline Phosphate,Alkaline Phosphate,chartevents,Labs,,Numeric,,
