icd_code,icd_version,long_title
1648,9,Malignant neoplasm of other parts of mediastinum
1649,9,"Malignant neoplasm of mediastinum, part unspecified"
1700,9,"Malignant neoplasm of bones of skull and face, except mandible"
1701,9,Malignant neoplasm of mandible
1702,9,"Malignant neoplasm of vertebral column, excluding sacrum and coccyx"
1703,9,"Malignant neoplasm of ribs, sternum, and clavicle"
1704,9,Malignant neoplasm of scapula and long bones of upper limb
1705,9,Malignant neoplasm of short bones of upper limb
1706,9,"Malignant neoplasm of pelvic bones, sacrum, and coccyx"
1707,9,Malignant neoplasm of long bones of lower limb
1708,9,Malignant neoplasm of short bones of lower limb
1709,9,"Malignant neoplasm of bone and articular cartilage, site unspecified"
1710,9,"Malignant neoplasm of connective and other soft tissue of head, face, and neck"
1712,9,"Malignant neoplasm of connective and other soft tissue of upper limb, including shoulder"
1713,9,"Malignant neoplasm of connective and other soft tissue of lower limb, including hip"
1714,9,Malignant neoplasm of connective and other soft tissue of thorax
1715,9,Malignant neoplasm of connective and other soft tissue of abdomen
1716,9,Malignant neoplasm of connective and other soft tissue of pelvis
1717,9,"Malignant neoplasm of connective and other soft tissue of trunk, unspecified"
1718,9,Malignant neoplasm of other specified sites of connective and other soft tissue
1719,9,"Malignant neoplasm of connective and other soft tissue, site unspecified"
1720,9,Malignant melanoma of skin of lip
1722,9,Malignant melanoma of skin of ear and external auditory canal
1723,9,Malignant melanoma of skin of other and unspecified parts of face
1724,9,Malignant melanoma of skin of scalp and neck
1725,9,"Malignant melanoma of skin of trunk, except scrotum"
1726,9,"Malignant melanoma of skin of upper limb, including shoulder"
1727,9,"Malignant melanoma of skin of lower limb, including hip"
1728,9,Malignant melanoma of other specified sites of skin
1729,9,"Melanoma of skin, site unspecified"
1730,9,Other malignant neoplasm of skin of lip
17301,9,Basal cell carcinoma of skin of lip
1731,9,"Other malignant neoplasm of skin of eyelid, including canthus"
1732,9,Other malignant neoplasm of skin of ear and external auditory canal
17321,9,Basal cell carcinoma of skin of ear and external auditory canal
17322,9,Squamous cell carcinoma of skin of ear and external auditory canal
1733,9,Other malignant neoplasm of skin of other and unspecified parts of face
17330,9,Unspecified malignant neoplasm of skin of other and unspecified parts of face
17331,9,Basal cell carcinoma of skin of other and unspecified parts of face
17332,9,Squamous cell carcinoma of skin of other and unspecified parts of face
17339,9,Other specified malignant neoplasm of skin of other and unspecified parts of face
1734,9,Other malignant neoplasm of scalp and skin of neck
17340,9,Unspecified malignant neoplasm of scalp and skin of neck
17341,9,Basal cell carcinoma of scalp and skin of neck
17342,9,Squamous cell carcinoma of scalp and skin of neck
17349,9,Other specified malignant neoplasm of scalp and skin of neck
1735,9,"Other malignant neoplasm of skin of trunk, except scrotum"
17350,9,"Unspecified malignant neoplasm of skin of trunk, except scrotum"
17351,9,"Basal cell carcinoma of skin of trunk, except scrotum"
17352,9,"Squamous cell carcinoma of skin of trunk, except scrotum"
17359,9,"Other specified malignant neoplasm of skin of trunk, except scrotum"
1736,9,"Other malignant neoplasm of skin of upper limb, including shoulder"
17360,9,"Unspecified malignant neoplasm of skin of upper limb, including shoulder"
17361,9,"Basal cell carcinoma of skin of upper limb, including shoulder"
17362,9,"Squamous cell carcinoma of skin of upper limb, including shoulder"
17369,9,"Other specified malignant neoplasm of skin of upper limb, including shoulder"
1737,9,"Other malignant neoplasm of skin of lower limb, including hip"
17370,9,"Unspecified malignant neoplasm of skin of lower limb, including hip"
17371,9,"Basal cell carcinoma of skin of lower limb, including hip"
17372,9,"Squamous cell carcinoma of skin of lower limb, including hip"
17379,9,"Other specified malignant neoplasm of skin of lower limb, including hip"
1738,9,Other malignant neoplasm of other specified sites of skin
17380,9,Unspecified malignant neoplasm of other specified sites of skin
17381,9,Basal cell carcinoma of other specified sites of skin
17382,9,Squamous cell carcinoma of other specified sites of skin
1739,9,"Other malignant neoplasm of skin, site unspecified"
17391,9,"Basal cell carcinoma of skin, site unspecified"
17392,9,"Squamous cell carcinoma of skin, site unspecified"
17399,9,"Other specified malignant neoplasm of skin, site unspecified"
1740,9,Malignant neoplasm of nipple and areola of female breast
1741,9,Malignant neoplasm of central portion of female breast
1742,9,Malignant neoplasm of upper-inner quadrant of female breast
1743,9,Malignant neoplasm of lower-inner quadrant of female breast
1744,9,Malignant neoplasm of upper-outer quadrant of female breast
1745,9,Malignant neoplasm of lower-outer quadrant of female breast
1746,9,Malignant neoplasm of axillary tail of female breast
1748,9,Malignant neoplasm of other specified sites of female breast
1749,9,"Malignant neoplasm of breast (female), unspecified"
1750,9,Malignant neoplasm of nipple and areola of male breast
1759,9,Malignant neoplasm of other and unspecified sites of male breast
1760,9,"Kaposi's sarcoma, skin"
1761,9,"Kaposi's sarcoma, soft tissue"
1762,9,"Kaposi's sarcoma, palate"
1763,9,"Kaposi's sarcoma, gastrointestinal sites"
1764,9,"Kaposi's sarcoma, lung"
1765,9,"Kaposi's sarcoma, lymph nodes"
1768,9,"Kaposi's sarcoma, other specified sites"
1769,9,"Kaposi's sarcoma, unspecified site"
179,9,"Malignant neoplasm of uterus, part unspecified"
1800,9,Malignant neoplasm of endocervix
1801,9,Malignant neoplasm of exocervix
1808,9,Malignant neoplasm of other specified sites of cervix
1809,9,"Malignant neoplasm of cervix uteri, unspecified site"
181,9,Malignant neoplasm of placenta
1820,9,"Malignant neoplasm of corpus uteri, except isthmus"
1821,9,Malignant neoplasm of isthmus
1828,9,Malignant neoplasm of other specified sites of body of uterus
1830,9,Malignant neoplasm of ovary
1832,9,Malignant neoplasm of fallopian tube
1834,9,Malignant neoplasm of parametrium
1838,9,Malignant neoplasm of other specified sites of uterine adnexa
1839,9,"Malignant neoplasm of uterine adnexa, unspecified site"
1840,9,Malignant neoplasm of vagina
1841,9,Malignant neoplasm of labia majora
1844,9,"Malignant neoplasm of vulva, unspecified site"
1848,9,Malignant neoplasm of other specified sites of female genital organs
1849,9,"Malignant neoplasm of female genital organ, site unspecified"
185,9,Malignant neoplasm of prostate
1869,9,Malignant neoplasm of other and unspecified testis
1872,9,Malignant neoplasm of glans penis
1873,9,Malignant neoplasm of body of penis
1874,9,"Malignant neoplasm of penis, part unspecified"
1876,9,Malignant neoplasm of spermatic cord
1877,9,Malignant neoplasm of scrotum
1878,9,Malignant neoplasm of other specified sites of male genital organs
1879,9,"Malignant neoplasm of male genital organ, site unspecified"
1880,9,Malignant neoplasm of trigone of urinary bladder
1881,9,Malignant neoplasm of dome of urinary bladder
1882,9,Malignant neoplasm of lateral wall of urinary bladder
1883,9,Malignant neoplasm of anterior wall of urinary bladder
1884,9,Malignant neoplasm of posterior wall of urinary bladder
1885,9,Malignant neoplasm of bladder neck
1886,9,Malignant neoplasm of ureteric orifice
1887,9,Malignant neoplasm of urachus
1888,9,Malignant neoplasm of other specified sites of bladder
1889,9,"Malignant neoplasm of bladder, part unspecified"
1890,9,"Malignant neoplasm of kidney, except pelvis"
1891,9,Malignant neoplasm of renal pelvis
1892,9,Malignant neoplasm of ureter
1893,9,Malignant neoplasm of urethra
1898,9,Malignant neoplasm of other specified sites of urinary organs
1899,9,"Malignant neoplasm of urinary organ, site unspecified"
1900,9,"Malignant neoplasm of eyeball, except conjunctiva, cornea, retina, and choroid"
1906,9,Malignant neoplasm of choroid
1908,9,Malignant neoplasm of other specified sites of eye
1909,9,"Malignant neoplasm of eye, part unspecified"
1910,9,"Malignant neoplasm of cerebrum, except lobes and ventricles"
1911,9,Malignant neoplasm of frontal lobe
1912,9,Malignant neoplasm of temporal lobe
1913,9,Malignant neoplasm of parietal lobe
1914,9,Malignant neoplasm of occipital lobe
1915,9,Malignant neoplasm of ventricles
1916,9,Malignant neoplasm of cerebellum nos
1917,9,Malignant neoplasm of brain stem
1918,9,Malignant neoplasm of other parts of brain
1919,9,"Malignant neoplasm of brain, unspecified"
1920,9,Malignant neoplasm of cranial nerves
1921,9,Malignant neoplasm of cerebral meninges
1922,9,Malignant neoplasm of spinal cord
1923,9,Malignant neoplasm of spinal meninges
1929,9,"Malignant neoplasm of nervous system, part unspecified"
193,9,Malignant neoplasm of thyroid gland
1940,9,Malignant neoplasm of adrenal gland
1941,9,Malignant neoplasm of parathyroid gland
1943,9,Malignant neoplasm of pituitary gland and craniopharyngeal duct
1944,9,Malignant neoplasm of pineal gland
1945,9,Malignant neoplasm of carotid body
1950,9,"Malignant neoplasm of head, face, and neck"
1951,9,Malignant neoplasm of thorax
1952,9,Malignant neoplasm of abdomen
1953,9,Malignant neoplasm of pelvis
1958,9,Malignant neoplasm of other specified sites
1960,9,"Secondary and unspecified malignant neoplasm of lymph nodes of head, face, and neck"
1961,9,Secondary and unspecified malignant neoplasm of intrathoracic lymph nodes
1962,9,Secondary and unspecified malignant neoplasm of intra-abdominal lymph nodes
1963,9,Secondary and unspecified malignant neoplasm of lymph nodes of axilla and upper limb
1965,9,Secondary and unspecified malignant neoplasm of lymph nodes of inguinal region and lower limb
1966,9,Secondary and unspecified malignant neoplasm of intrapelvic lymph nodes
1968,9,Secondary and unspecified malignant neoplasm of lymph nodes of multiple sites
1969,9,"Secondary and unspecified malignant neoplasm of lymph nodes, site unspecified"
1970,9,Secondary malignant neoplasm of lung
1971,9,Secondary malignant neoplasm of mediastinum
1972,9,Secondary malignant neoplasm of pleura
1973,9,Secondary malignant neoplasm of other respiratory organs
1974,9,Secondary malignant neoplasm of small intestine including duodenum
1975,9,Secondary malignant neoplasm of large intestine and rectum
1976,9,Secondary malignant neoplasm of retroperitoneum and peritoneum
1977,9,"Malignant neoplasm of liver, secondary"
1978,9,Secondary malignant neoplasm of other digestive organs and spleen
1980,9,Secondary malignant neoplasm of kidney
1981,9,Secondary malignant neoplasm of other urinary organs
1982,9,Secondary malignant neoplasm of skin
1983,9,Secondary malignant neoplasm of brain and spinal cord
1984,9,Secondary malignant neoplasm of other parts of nervous system
1985,9,Secondary malignant neoplasm of bone and bone marrow
1986,9,Secondary malignant neoplasm of ovary
1987,9,Secondary malignant neoplasm of adrenal gland
19881,9,Secondary malignant neoplasm of breast
19882,9,Secondary malignant neoplasm of genital organs
19889,9,Secondary malignant neoplasm of other specified sites
1990,9,Disseminated malignant neoplasm without specification of site
1991,9,Other malignant neoplasm without specification of site
1992,9,Malignant neoplasm associated with transplant organ
20000,9,"Reticulosarcoma, unspecified site, extranodal and solid organ sites"
20005,9,"Reticulosarcoma, lymph nodes of inguinal region and lower limb"
20008,9,"Reticulosarcoma, lymph nodes of multiple sites"
20010,9,"Lymphosarcoma, unspecified site, extranodal and solid organ sites"
20011,9,"Lymphosarcoma, lymph nodes of head, face, and neck"
20012,9,"Lymphosarcoma, intrathoracic lymph nodes"
20013,9,"Lymphosarcoma, intra-abdominal lymph nodes"
20014,9,"Lymphosarcoma, lymph nodes of axilla and upper limb"
20018,9,"Lymphosarcoma, lymph nodes of multiple sites"
20020,9,"Burkitt's tumor or lymphoma, unspecified site, extranodal and solid organ sites"
20021,9,"Burkitt's tumor or lymphoma, lymph nodes of head, face, and neck"
20022,9,"Burkitt's tumor or lymphoma, intrathoracic lymph nodes"
20023,9,"Burkitt's tumor or lymphoma, intra-abdominal lymph nodes"
20024,9,"Burkitt's tumor or lymphoma, lymph nodes of axilla and upper limb"
20025,9,"Burkitt's tumor or lymphoma, lymph nodes of inguinal region and lower limb"
20027,9,"Burkitt's tumor or lymphoma, spleen"
20028,9,"Burkitt's tumor or lymphoma, lymph nodes of multiple sites"
20030,9,"Marginal zone lymphoma, unspecified site, extranodal and solid organ sites"
20031,9,"Marginal zone lymphoma, lymph nodes of head, face, and neck"
20032,9,"Marginal zone lymphoma, intrathoracic lymph nodes"
20033,9,"Marginal zone lymphoma, intraabdominal lymph nodes"
20034,9,"Marginal zone lymphoma, lymph nodes of axilla and upper limb"
20035,9,"Marginal zone lymphoma, lymph nodes of inguinal region and lower limb"
20036,9,"Marginal zone lymphoma, intrapelvic lymph nodes"
20037,9,"Marginal zone lymphoma, spleen"
20038,9,"Marginal zone lymphoma, lymph nodes of multiple sites"
20040,9,"Mantle cell lymphoma, unspecified site, extranodal and solid organ sites"
20041,9,"Mantle cell lymphoma, lymph nodes of head, face, and neck"
20042,9,"Mantle cell lymphoma, intrathoracic lymph nodes"
20043,9,"Mantle cell lymphoma, intra-abdominal lymph nodes"
20044,9,"Mantle cell lymphoma, lymph nodes of axilla and upper limb"
20045,9,"Mantle cell lymphoma, lymph nodes of inguinal region and lower limb"
20047,9,"Mantle cell lymphoma, spleen"
20048,9,"Mantle cell lymphoma, lymph nodes of multiple sites"
20050,9,"Primary central nervous system lymphoma, unspecified site, extranodal and solid organ sites"
20051,9,"Primary central nervous system lymphoma, lymph nodes of head, face, and neck"
20052,9,"Primary central nervous system lymphoma, intrathoracic lymph nodes"
